@relation finishedData-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.unsupervised.attribute.NumericToNominal-R1-2-weka.filters.unsupervised.attribute.NumericToBinary-R14-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.NumericToNominal-R15-weka.filters.unsupervised.attribute.NumericToNominal-R5

@attribute Year {2010,2011,2012,2013,2014,2015,2016,2017,2018}
@attribute Month {3,6,9,12}
@attribute City {Wellington,Auckland,Otago}
@attribute 'Region Average.Rent' numeric
@attribute Number.of.Bonds {1837,2002,2036,2062,2075,2095,2159,2215,2254,2300,2337,2381,2382,2412,2414,2417,2465,2562,2569,2680,2751,2827,2839,2858,2876,2921,3030,3126,3204,3301,3432,3489,3985,4074,4087,4102,4190,4283,4324,4340,4429,4514,4672,4770,4803,4882,5005,5016,5019,5107,5121,5309,5359,5455,5673,5902,6151,6456,6552,6627,6719,6846,6868,6893,7280,11341,12176,12244,12456,13092,13132,13252,13898,14105,14181,14211,14316,14358,14658,14724,14837,14875,14881,14892,14999,15249,15307,15449,15491,15538,15543,15547,15697,16329,16508,16608,18322,18489}
@attribute Number.of.Students..Bachelors.only. {'15,800','26,580','16,420','26,630','15,645','16,240','26,835','15,400','16,165','15,335','26,905','16,060','15,145','26,800','16,150','15,260','26,640','15,700','15,380','25,935','15,830','15,510','25,800','15,715','15,434','16,035','16,305'}
@attribute Student..Allowance.average {$170.68,$173.41,$175.38,$173.29,$175.88,$173.82,$178.94,$183.06,$230.12}
@attribute Student.Accomodation..Benefit.Average {$35.03,35.47,35.91,35.18,35.71,38.06,39.35,60}
@attribute Property_Type {House,'Room or Boarding House','Flat or Apartment',Hostel}
@attribute Number.of.Bedrooms {1,2,3,4,5}
@attribute Property.Average.Rent numeric
@attribute Bonds {5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,56,57,58,59,60,61,62,63,64,66,67,68,69,71,73,75,76,77,78,80,83,84,85,86,87,88,89,90,91,94,95,96,99,100,101,103,106,109,110,111,113,115,116,121,122,123,124,127,129,135,136,137,138,141,142,143,144,146,148,149,152,153,154,157,158,160,161,166,167,168,169,170,171,172,181,184,190,192,195,196,197,203,205,208,209,217,218,225,230,233,234,237,252,255,258,263,271,276,295,301,308,310,314,316,325,326,331,332,334,336,338,342,358,374,376,379,381,390,399,401,402,405,412,436,438,441,445,453,454,461,462,469,483,490,491,498,501,520,524,525,534,536,543,545,562,563,568,578,580,588,608,630,644,648,654,655,678,680,694,704,759,769,777,790,877,917}
@attribute 'Student/Bond Ratio' numeric
@attribute 'Above National Average (City)_binarized' {0,1}
@attribute Class {0,1}

@data
2017,6,Wellington,428,3985,'15,510',$183.06,39.35,'Flat or Apartment',2,497,153,0.038394,0,0
2017,6,Wellington,428,3985,'15,510',$183.06,39.35,'Flat or Apartment',5,500,34,0.008532,0,0
2017,6,Wellington,428,3985,'15,510',$183.06,39.35,'Flat or Apartment',4,537,32,0.00803,0,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,'Flat or Apartment',2,543,358,0.025759,1,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,House,2,544,5,0.00036,1,0
2017,6,Wellington,428,3985,'15,510',$183.06,39.35,House,2,544,22,0.005521,0,0
2017,6,Otago,426,1837,'15,715',$183.06,39.35,House,4,578,10,0.005444,0,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,House,4,583,18,0.001295,1,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,House,3,599,20,0.001439,1,0
2017,6,Otago,426,1837,'15,715',$183.06,39.35,House,5,659,7,0.003811,0,0
2017,6,Wellington,428,3985,'15,510',$183.06,39.35,House,5,669,10,0.002509,0,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,'Flat or Apartment',5,687,13,0.000935,1,0
2017,6,Otago,426,1837,'15,715',$183.06,39.35,'Flat or Apartment',5,690,12,0.006532,0,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,House,5,719,7,0.000504,1,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,'Flat or Apartment',4,722,5,0.00036,1,0
2017,6,Auckland,535,13898,'25,800',$183.06,39.35,'Flat or Apartment',3,761,39,0.002806,1,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Room or Boarding House',1,159,110,0.027,0,1
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,House,3,182,9,0.002209,0,1
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Room or Boarding House',1,266,67,0.031033,0,1
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Room or Boarding House',1,267,110,0.007471,1,1
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,House,1,268,69,0.016937,0,1
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Flat or Apartment',1,295,13,0.006021,0,1
2017,9,Otago,424,2159,'15,715',$183.06,39.35,House,1,341,25,0.011579,0,1
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Flat or Apartment',1,357,208,0.051055,0,1
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Flat or Apartment',2,366,49,0.022696,0,1
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,House,2,369,15,0.003682,0,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,House,4,373,9,0.002209,0,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,House,2,384,13,0.006021,0,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Flat or Apartment',3,395,6,0.002779,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,House,1,404,6,0.000407,1,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Flat or Apartment',1,416,525,0.035656,1,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,House,3,457,7,0.003242,0,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Flat or Apartment',3,465,30,0.007364,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,House,2,485,5,0.00034,1,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Flat or Apartment',5,494,18,0.004418,0,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Flat or Apartment',2,501,123,0.030191,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,House,3,508,13,0.000883,1,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Flat or Apartment',4,511,11,0.005095,0,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,'Flat or Apartment',4,520,5,0.001227,0,0
2017,9,Wellington,434,4074,'15,510',$183.06,39.35,House,5,523,13,0.003191,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Flat or Apartment',2,550,379,0.02574,1,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,House,4,588,7,0.003242,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,House,4,621,14,0.000951,1,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Flat or Apartment',5,633,9,0.000611,1,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,'Flat or Apartment',5,671,13,0.006021,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Flat or Apartment',4,692,6,0.000407,1,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,House,5,695,6,0.000407,1,0
2017,9,Otago,424,2159,'15,715',$183.06,39.35,House,5,732,17,0.007874,0,0
2017,9,Auckland,533,14724,'25,800',$183.06,39.35,'Flat or Apartment',3,783,19,0.00129,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Room or Boarding House',1,147,60,0.012842,1,1
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,House,2,167,6,0.001284,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,House,3,235,5,0.00107,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Room or Boarding House',1,251,60,0.004569,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,House,1,282,68,0.014555,1,1
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Room or Boarding House',1,283,75,0.024752,0,1
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Flat or Apartment',1,292,7,0.00231,0,1
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Flat or Apartment',2,309,7,0.00231,0,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,House,1,341,22,0.007261,0,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Flat or Apartment',1,351,192,0.041096,1,1
2017,12,Otago,418,3030,'15,715',$183.06,39.35,House,2,369,7,0.00231,0,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,House,1,404,96,0.00731,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Flat or Apartment',1,433,483,0.03678,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,House,5,435,17,0.003639,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Flat or Apartment',3,436,29,0.006207,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Flat or Apartment',3,440,16,0.005281,0,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,House,2,453,7,0.000533,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,House,4,470,18,0.003853,1,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Flat or Apartment',5,495,26,0.005565,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,House,3,505,5,0.00165,0,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Flat or Apartment',2,512,101,0.021618,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Flat or Apartment',4,514,19,0.006271,0,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,House,3,516,6,0.000457,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,House,4,530,8,0.00264,0,0
2017,12,Wellington,490,4672,'15,510',$183.06,39.35,'Flat or Apartment',4,533,28,0.005993,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Flat or Apartment',2,543,331,0.025206,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,House,4,636,24,0.001828,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Flat or Apartment',4,709,21,0.001599,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,'Flat or Apartment',5,718,27,0.008911,0,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Flat or Apartment',3,721,29,0.002208,1,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,House,5,734,13,0.00099,1,0
2017,12,Otago,418,3030,'15,715',$183.06,39.35,House,5,747,39,0.012871,0,0
2017,12,Auckland,551,13132,'25,800',$183.06,39.35,'Flat or Apartment',5,816,5,0.000381,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Room or Boarding House',1,145,84,0.013656,1,1
2018,3,Otago,402,2921,'16,035',$230.12,60,'Room or Boarding House',1,240,208,0.071208,0,1
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Room or Boarding House',1,256,84,0.005058,1,1
2018,3,Wellington,500,6151,'15,434',$230.12,60,House,1,270,10,0.001626,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,'Flat or Apartment',1,320,22,0.007532,0,1
2018,3,Wellington,500,6151,'15,434',$230.12,60,Hostel,1,324.1,342,0.055601,1,1
2018,3,Otago,402,2921,'16,035',$230.12,60,House,1,328,52,0.017802,0,1
2018,3,Auckland,552,16608,'25,800',$230.12,60,Hostel,1,342,342,0.020592,1,1
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Flat or Apartment',1,360,332,0.053975,1,1
2018,3,Otago,402,2921,'16,035',$230.12,60,'Flat or Apartment',2,370,9,0.003081,0,0
2018,3,Otago,402,2921,'16,035',$230.12,60,Hostel,1,394,310,0.106128,0,1
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Flat or Apartment',1,413,694,0.041787,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,House,1,425,7,0.000421,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,'Flat or Apartment',3,476,18,0.006162,0,0
2018,3,Otago,402,2921,'16,035',$230.12,60,House,2,477,14,0.004793,0,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,House,2,482,10,0.000602,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,'Flat or Apartment',4,488,18,0.006162,0,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,House,4,492,30,0.004877,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,House,3,511,16,0.000963,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Flat or Apartment',2,524,225,0.036579,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,House,4,538,24,0.008216,0,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Flat or Apartment',2,538,490,0.029504,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,House,3,544,14,0.004793,0,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,House,2,583,31,0.00504,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Flat or Apartment',3,676,121,0.019672,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,House,3,705,39,0.00634,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,House,5,707,59,0.020199,0,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Flat or Apartment',4,724,25,0.001505,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Flat or Apartment',3,732,40,0.002408,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,House,4,734,22,0.001325,1,0
2018,3,Otago,402,2921,'16,035',$230.12,60,'Flat or Apartment',5,736,54,0.018487,0,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,House,5,751,23,0.003739,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,House,5,790,7,0.000421,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Flat or Apartment',4,850,77,0.012518,1,0
2018,3,Wellington,500,6151,'15,434',$230.12,60,'Flat or Apartment',5,981,68,0.011055,1,0
2018,3,Auckland,552,16608,'25,800',$230.12,60,'Flat or Apartment',5,1004,5,0.000301,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Room or Boarding House',1,208,64,0.014943,1,1
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Room or Boarding House',1,245,64,0.004301,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,'Room or Boarding House',1,267,46,0.022169,1,1
2018,6,Wellington,455,4283,'15,434',$230.12,60,House,4,274,7,0.001634,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,House,1,318,64,0.014943,1,1
2018,6,Otago,451,2075,'16,305',$230.12,60,'Flat or Apartment',1,338,5,0.00241,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Flat or Apartment',1,377,218,0.050899,1,1
2018,6,Wellington,455,4283,'15,434',$230.12,60,House,2,380,16,0.003736,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,House,1,412,18,0.008675,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,House,1,420,6,0.000403,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,'Flat or Apartment',2,422,106,0.051084,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,'Flat or Apartment',3,423,5,0.00241,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Flat or Apartment',1,427,644,0.043277,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Flat or Apartment',3,440,35,0.008172,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,House,2,478,12,0.005783,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,House,3,487,22,0.001478,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,House,3,503,13,0.006265,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,'Flat or Apartment',4,504,8,0.003855,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Flat or Apartment',2,519,135,0.03152,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,House,3,526,15,0.003502,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Flat or Apartment',4,536,6,0.001401,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Flat or Apartment',2,544,453,0.030442,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,House,4,552,6,0.002892,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,House,2,568,10,0.000672,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,'Flat or Apartment',5,611,22,0.005137,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,House,5,636,6,0.000403,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Flat or Apartment',4,658,18,0.00121,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,'Flat or Apartment',5,698,7,0.003373,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Flat or Apartment',5,704,13,0.000874,1,0
2018,6,Wellington,455,4283,'15,434',$230.12,60,House,5,742,10,0.002335,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,House,4,765,29,0.001949,1,0
2018,6,Auckland,548,14881,'25,800',$230.12,60,'Flat or Apartment',3,803,28,0.001882,1,0
2018,6,Otago,451,2075,'16,305',$230.12,60,House,5,817,13,0.006265,1,0
